,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
5,507.0,FRENTE DE TODOS,111.0,110.0,121.0,85,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,7.0,7.0,7.0,85,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,12.0,12.0,12.0,85,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,85,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,85,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,1.0,2.0,10.0,85,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,253.0,253.0,253.0,85,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,8.0,,,86,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,86,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,11.0,10.0,10.0,86,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,8.0,7.0,86,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,82.0,81.0,70.0,86,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,131.0,131.0,144.0,86,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,10.0,10.0,9.0,86,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,1.0,1.0,1.0,86,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,86,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,86,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,6.0,8.0,16.0,86,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,257.0,257.0,257.0,86,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,7.0,,,87,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,87,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,26.0,24.0,23.0,87,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,8.0,5.0,87,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,94.0,93.0,87.0,87,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,92.0,93.0,103.0,87,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,13.0,13.0,13.0,87,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,3.0,3.0,3.0,87,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,87,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,87,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,5.0,6.0,13.0,87,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,247.0,247.0,247.0,87,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,7.0,,,88,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,88,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,17.0,17.0,15.0,88,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,13.0,13.0,88,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,89.0,88.0,88.0,88,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,113.0,112.0,117.0,88,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,9.0,88,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,3.0,3.0,3.0,88,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,88,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,88,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,8.0,10.0,14.0,88,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,259.0,259.0,259.0,88,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,10.0,,,89,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,10.0,,89,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,17.0,16.0,14.0,89,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,7.0,89,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,77.0,77.0,70.0,89,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,130.0,128.0,144.0,89,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,9.0,8.0,9.0,89,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,3.0,3.0,3.0,89,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,89,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,89,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,10.0,14.0,16.0,89,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,263.0,263.0,263.0,89,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,11.0,,,90,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,11.0,,90,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,16.0,16.0,16.0,90,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,6.0,7.0,7.0,90,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,54.0,52.0,48.0,90,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,76.0,76.0,86.0,90,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,7.0,7.0,6.0,90,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,1.0,1.0,0.0,90,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,90,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,90,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,4.0,5.0,12.0,90,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,175.0,175.0,175.0,90,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,4.0,,,91,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,91,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,26.0,26.0,27.0,91,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,7.0,91,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,101.0,101.0,96.0,91,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,104.0,104.0,111.0,91,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,6.0,91,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,4.0,4.0,4.0,91,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,91,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,91,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,3.0,3.0,6.0,91,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,257.0,257.0,257.0,91,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,2.0,,,92,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,2.0,,92,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,24.0,23.0,21.0,92,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,9.0,8.0,92,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,122.0,121.0,110.0,92,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,99.0,98.0,110.0,92,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,14.0,13.0,13.0,92,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,3.0,3.0,92,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,92,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,92,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,5.0,8.0,12.0,92,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,277.0,277.0,277.0,92,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,6.0,,,93,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,93,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,11.0,10.0,9.0,93,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,10.0,8.0,93,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,110.0,110.0,109.0,93,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,122.0,121.0,134.0,93,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,4.0,93,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,3.0,3.0,93,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,93,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,93,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,5.0,6.0,5.0,93,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,272.0,272.0,272.0,93,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,4.0,,,94,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,94,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,22.0,22.0,23.0,94,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,16.0,16.0,14.0,94,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,125.0,125.0,113.0,94,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,94.0,94.0,106.0,94,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,12.0,10.0,14.0,94,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,0.0,0.0,0.0,94,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,94,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,94,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,9.0,11.0,12.0,94,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,282.0,282.0,282.0,94,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,7.0,,,95,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,95,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,17.0,16.0,15.0,95,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,7.0,6.0,95,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,117.0,116.0,114.0,95,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,112.0,112.0,120.0,95,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,10.0,10.0,11.0,95,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,3.0,3.0,95,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,95,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,95,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,5.0,8.0,10.0,95,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,279.0,279.0,279.0,95,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,9.0,,,96,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,96,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,22.0,21.0,15.0,96,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,10.0,8.0,96,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,97.0,97.0,92.0,96,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,108.0,108.0,127.0,96,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,13.0,13.0,10.0,96,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,2.0,2.0,2.0,96,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,96,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,96,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,4.0,6.0,12.0,96,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,266.0,266.0,266.0,96,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,9.0,,,97,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,97,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,22.0,20.0,20.0,97,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,8.0,8.0,97,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,106.0,108.0,98.0,97,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,97.0,98.0,112.0,97,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,16.0,15.0,14.0,97,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,3.0,2.0,97,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,1.0,1.0,1.0,97,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,97,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,6.0,7.0,13.0,97,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,268.0,268.0,268.0,97,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,5.0,,,98,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,98,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,15.0,15.0,16.0,98,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,6.0,6.0,5.0,98,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,121.0,120.0,105.0,98,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,103.0,103.0,121.0,98,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,11.0,8.0,9.0,98,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,4.0,4.0,4.0,98,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,98,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,98,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,6.0,10.0,11.0,98,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,271.0,271.0,271.0,98,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,8.0,,,99,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,99,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,27.0,26.0,24.0,99,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,13.0,11.0,99,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,120.0,119.0,113.0,99,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,100.0,101.0,116.0,99,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,6.0,99,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,2.0,2.0,3.0,99,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,99,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,99,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,4.0,4.0,8.0,99,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,281.0,281.0,281.0,99,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,4.0,,,100,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,100,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,25.0,23.0,20.0,100,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,6.0,6.0,4.0,100,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,117.0,118.0,107.0,100,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,100.0,100.0,121.0,100,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,4.0,4.0,4.0,100,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,5.0,5.0,5.0,100,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,100,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,100,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,10.0,11.0,10.0,100,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,271.0,271.0,271.0,100,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,3.0,,,101,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,101,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,28.0,28.0,26.0,101,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,11.0,9.0,101,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,109.0,106.0,99.0,101,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,111.0,110.0,129.0,101,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,10.0,8.0,7.0,101,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,2.0,2.0,101,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,101,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,101,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,5.0,10.0,6.0,101,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,278.0,278.0,278.0,101,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,3.0,,,102,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,0.0,,102,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,29.0,29.0,28.0,102,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,6.0,102,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,110.0,107.0,101.0,102,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,99.0,101.0,117.0,102,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,8.0,7.0,4.0,102,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,3.0,3.0,102,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,102,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,102,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,7.0,12.0,7.0,102,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,266.0,266.0,266.0,102,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,5.0,,,103,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,103,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,20.0,20.0,17.0,103,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,11.0,103,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,96.0,96.0,88.0,103,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,108.0,108.0,122.0,103,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,3.0,3.0,3.0,103,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,0.0,0.0,0.0,103,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,103,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,103,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,6.0,6.0,9.0,103,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,250.0,250.0,250.0,103,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,2.0,,,104,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,104,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,23.0,22.0,22.0,104,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,14.0,12.0,12.0,104,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,126.0,127.0,114.0,104,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,88.0,91.0,106.0,104,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,10.0,10.0,8.0,104,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,5.0,3.0,5.0,104,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,104,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,104,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,7.0,7.0,8.0,104,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,275.0,275.0,275.0,104,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,7.0,,,105,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,105,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,20.0,20.0,19.0,105,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,11.0,105,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,82.0,81.0,75.0,105,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,112.0,114.0,122.0,105,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,9.0,8.0,10.0,105,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,3.0,3.0,105,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,1.0,105,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,1.0,1.0,1.0,105,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,6.0,6.0,9.0,105,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,251.0,251.0,251.0,105,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,6.0,,,106,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,106,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,22.0,22.0,25.0,106,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,19.0,19.0,19.0,106,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,131.0,131.0,126.0,106,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,73.0,73.0,80.0,106,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,12.0,12.0,11.0,106,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,1.0,1.0,1.0,106,ELECCIONES GENERALES 14/11/2021,640
