,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,7.0,64,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,142.0,140.0,132.0,64,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,82.0,83.0,94.0,64,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,10.0,64,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,1.0,0.0,0.0,64,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,64,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,64,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,4.0,6.0,9.0,64,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,270.0,270.0,270.0,64,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,2.0,,,65,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,2.0,,65,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,16.0,16.0,17.0,65,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,15.0,14.0,8.0,65,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,152.0,152.0,143.0,65,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,89.0,89.0,102.0,65,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,5.0,65,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,3.0,2.0,3.0,65,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,65,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,65,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,2.0,4.0,7.0,65,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,285.0,285.0,285.0,65,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,8.0,,,66,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,66,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,18.0,19.0,18.0,66,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,9.0,7.0,66,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,141.0,142.0,133.0,66,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,74.0,74.0,91.0,66,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,5.0,3.0,4.0,66,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,0.0,0.0,0.0,66,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,66,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,66,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,11.0,10.0,12.0,66,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,265.0,265.0,265.0,66,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,1.0,,,67,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,67,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,17.0,67,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,9.0,6.0,67,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,130.0,130.0,123.0,67,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,89.0,90.0,105.0,67,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,13.0,13.0,10.0,67,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,3.0,3.0,3.0,67,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,67,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,67,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,3.0,2.0,3.0,67,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,267.0,267.0,267.0,67,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,6.0,,,68,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,68,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,15.0,15.0,12.0,68,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,10.0,11.0,68,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,124.0,123.0,118.0,68,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,82.0,82.0,97.0,68,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,7.0,68,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,0.0,0.0,0.0,68,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,68,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,68,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,6.0,7.0,7.0,68,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,252.0,252.0,252.0,68,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,1.0,,,69,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,0.0,,69,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,20.0,17.0,15.0,69,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,18.0,16.0,15.0,69,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,130.0,133.0,122.0,69,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,82.0,85.0,99.0,69,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,12.0,10.0,11.0,69,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,0.0,0.0,0.0,69,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,69,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,69,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,4.0,6.0,5.0,69,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,267.0,267.0,267.0,69,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,4.0,,,70,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,70,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,13.0,13.0,12.0,70,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,7.0,70,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,127.0,125.0,116.0,70,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,86.0,86.0,99.0,70,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,5.0,5.0,6.0,70,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,1.0,1.0,1.0,70,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,70,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,70,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,3.0,5.0,5.0,70,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,246.0,246.0,246.0,70,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,11.0,,,71,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,11.0,,71,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,18.0,18.0,17.0,71,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,13.0,11.0,71,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,83.0,82.0,72.0,71,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,126.0,127.0,140.0,71,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,13.0,12.0,13.0,71,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,2.0,2.0,2.0,71,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,71,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,71,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,5.0,6.0,16.0,71,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,271.0,271.0,271.0,71,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,11.0,,,72,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,11.0,,72,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,18.0,17.0,15.0,72,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,12.0,14.0,72,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,89.0,87.0,80.0,72,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,116.0,118.0,123.0,72,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,10.0,9.0,8.0,72,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,2.0,2.0,2.0,72,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,72,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,72,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,5.0,8.0,22.0,72,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,264.0,264.0,264.0,72,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,11.0,,,73,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,11.0,,73,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,12.0,12.0,13.0,73,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,10.0,10.0,73,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,86.0,86.0,79.0,73,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,122.0,123.0,132.0,73,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,9.0,7.0,5.0,73,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,3.0,2.0,2.0,73,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,73,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,73,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,7.0,10.0,20.0,73,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,261.0,261.0,261.0,73,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,9.0,,,74,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,74,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,18.0,18.0,16.0,74,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,8.0,7.0,74,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,91.0,89.0,80.0,74,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,121.0,121.0,137.0,74,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,10.0,11.0,9.0,74,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,3.0,3.0,3.0,74,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,74,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,74,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,5.0,6.0,13.0,74,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,265.0,265.0,265.0,74,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,15.0,,,75,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,15.0,,75,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,7.0,7.0,6.0,75,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,8.0,8.0,75,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,86.0,85.0,80.0,75,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,131.0,132.0,140.0,75,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,8.0,75,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,2.0,2.0,2.0,75,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,75,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,75,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,5.0,5.0,16.0,75,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,260.0,260.0,260.0,75,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,5.0,,,76,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,76,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,19.0,76,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,14.0,14.0,14.0,76,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,103.0,99.0,86.0,76,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,121.0,122.0,139.0,76,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,4.0,4.0,4.0,76,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,6.0,6.0,5.0,76,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,76,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,76,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,5.0,8.0,10.0,76,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,277.0,277.0,277.0,76,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,8.0,,,77,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,77,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,12.0,11.0,12.0,77,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,10.0,9.0,77,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,80.0,76.0,70.0,77,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,137.0,140.0,150.0,77,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,5.0,4.0,2.0,77,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,3.0,3.0,3.0,77,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,77,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,77,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,2.0,4.0,11.0,77,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,257.0,257.0,257.0,77,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,4.0,,,78,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,78,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,15.0,15.0,15.0,78,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,8.0,78,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,91.0,88.0,82.0,78,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,128.0,129.0,136.0,78,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,8.0,78,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,6.0,6.0,6.0,78,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,78,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,78,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,3.0,5.0,7.0,78,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,262.0,262.0,262.0,78,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,12.0,,,79,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,12.0,,79,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,19.0,79,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,13.0,12.0,79,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,85.0,84.0,80.0,79,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,120.0,120.0,132.0,79,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,8.0,79,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,5.0,5.0,5.0,79,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,79,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,79,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,5.0,6.0,12.0,79,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,268.0,268.0,268.0,79,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,11.0,,,80,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,10.0,,80,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,17.0,17.0,15.0,80,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,14.0,15.0,15.0,80,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,102.0,99.0,95.0,80,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,119.0,118.0,126.0,80,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,9.0,8.0,7.0,80,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,2.0,2.0,2.0,80,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,80,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,80,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,3.0,8.0,17.0,80,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,277.0,277.0,277.0,80,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,15.0,,,81,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,15.0,,81,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,10.0,10.0,11.0,81,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,15.0,14.0,14.0,81,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,78.0,77.0,71.0,81,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,126.0,124.0,139.0,81,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,0.0,0.0,0.0,81,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,6.0,6.0,6.0,81,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,81,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,81,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,9.0,13.0,18.0,81,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,259.0,259.0,259.0,81,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,8.0,,,82,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,82,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,15.0,14.0,14.0,82,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,12.0,13.0,82,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,81.0,80.0,75.0,82,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,133.0,133.0,141.0,82,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,11.0,82,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,5.0,5.0,5.0,82,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,82,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,82,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,10.0,11.0,13.0,82,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,272.0,272.0,272.0,82,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,11.0,,,83,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,11.0,,83,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,21.0,20.0,18.0,83,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,11.0,83,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,77.0,78.0,77.0,83,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,109.0,112.0,119.0,83,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,17.0,14.0,14.0,83,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,5.0,5.0,5.0,83,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,83,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,83,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,7.0,7.0,14.0,83,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,258.0,258.0,258.0,83,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,10.0,,,84,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,10.0,,84,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,10.0,9.0,8.0,84,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,10.0,84,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,86.0,86.0,81.0,84,ELECCIONES GENERALES 14/11/2021,639
5,507.0,FRENTE DE TODOS,121.0,123.0,132.0,84,ELECCIONES GENERALES 14/11/2021,639
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,5.0,84,ELECCIONES GENERALES 14/11/2021,639
7,,VOTOS NULOS,3.0,3.0,3.0,84,ELECCIONES GENERALES 14/11/2021,639
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,84,ELECCIONES GENERALES 14/11/2021,639
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,84,ELECCIONES GENERALES 14/11/2021,639
10,,VOTOS EN BLANCO,7.0,6.0,15.0,84,ELECCIONES GENERALES 14/11/2021,639
11,,TOTALES,254.0,254.0,254.0,84,ELECCIONES GENERALES 14/11/2021,639
0,501.0,AZA.+ VALORES,9.0,,,85,ELECCIONES GENERALES 14/11/2021,639
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,85,ELECCIONES GENERALES 14/11/2021,639
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,14.0,85,ELECCIONES GENERALES 14/11/2021,639
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,13.0,12.0,85,ELECCIONES GENERALES 14/11/2021,639
4,506.0,AZA.JUNTOS,81.0,82.0,77.0,85,ELECCIONES GENERALES 14/11/2021,639
