,NRO,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,124,ELECCIONES PASO 13/08/2017,642
92,,VOTOS EN BLANCO,4.0,14.0,19.0,19.0,124,ELECCIONES PASO 13/08/2017,642
93,,TOTALES,282.0,282.0,282.0,282.0,124,ELECCIONES PASO 13/08/2017,642
0,8,PARTIDO FEDERAL,,,,,125,ELECCIONES PASO 13/08/2017,642
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
3,,LISTA -C- FEDERALISMO PURO,1.0,1.0,,,125,ELECCIONES PASO 13/08/2017,642
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
5,,TOTAL PARTIDO FEDERAL,1.0,1.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
6,22,PARTIDO HUMANISTA,,,,,125,ELECCIONES PASO 13/08/2017,642
7,,LISTA A NARANJA,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
9,259,PARTIDO DEL CAMPO POPULAR,,,,,125,ELECCIONES PASO 13/08/2017,642
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
11,,LISTA B-LIBERTAD,0.0,,,,125,ELECCIONES PASO 13/08/2017,642
12,,LISTA C-SEGURIDAD,0.0,,,,125,ELECCIONES PASO 13/08/2017,642
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,125,ELECCIONES PASO 13/08/2017,642
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
17,298,TODOS POR BUENOS AIRES,,,,,125,ELECCIONES PASO 13/08/2017,642
18,,LISTA TOBA,0.0,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
19,,TOTAL TODOS POR BUENOS AIRES,0.0,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
20,301,PATRIA GRANDE,,,,,125,ELECCIONES PASO 13/08/2017,642
21,,LISTA VAMOS,,0.0,,,125,ELECCIONES PASO 13/08/2017,642
22,,LISTA FUERZA DE LA GENTE,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,125,ELECCIONES PASO 13/08/2017,642
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
27,501,1PAIS,,,,,125,ELECCIONES PASO 13/08/2017,642
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,44.0,42.0,42.0,41.0,125,ELECCIONES PASO 13/08/2017,642
29,,TOTAL 1PAIS,44.0,42.0,42.0,41.0,125,ELECCIONES PASO 13/08/2017,642
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,125,ELECCIONES PASO 13/08/2017,642
31,,LISTA A,1.0,1.0,,,125,ELECCIONES PASO 13/08/2017,642
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,1.0,1.0,,,125,ELECCIONES PASO 13/08/2017,642
33,502/86,PARTIDO SOCIALISTA,,,,,125,ELECCIONES PASO 13/08/2017,642
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,1.0,,125,ELECCIONES PASO 13/08/2017,642
35,,TOTAL PARTIDO SOCIALISTA,,,1.0,,125,ELECCIONES PASO 13/08/2017,642
36,503,UNIDAD CIUDADANA,,,,,125,ELECCIONES PASO 13/08/2017,642
37,,LISTA CELESTE Y BLANCA U,84.0,85.0,,,125,ELECCIONES PASO 13/08/2017,642
38,,LISTA CELESTE Y BLANCA U2,,,83.0,80.0,125,ELECCIONES PASO 13/08/2017,642
39,,TOTAL UNIDAD CIUDADANA,84.0,85.0,83.0,80.0,125,ELECCIONES PASO 13/08/2017,642
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,125,ELECCIONES PASO 13/08/2017,642
41,,LISTA UNIDAD DE LA IZQUIERDA,0.0,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,0.0,0.0,0.0,,125,ELECCIONES PASO 13/08/2017,642
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,125,ELECCIONES PASO 13/08/2017,642
44,,LISTA A-CONDUCCION,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
45,,LISTA B-ESPERANZA,0.0,,,,125,ELECCIONES PASO 13/08/2017,642
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,125,ELECCIONES PASO 13/08/2017,642
47,,LISTA D-SOLIDARIDAD,0.0,,,,125,ELECCIONES PASO 13/08/2017,642
48,,LISTA E-PIONEROS,0.0,,,,125,ELECCIONES PASO 13/08/2017,642
49,,LISTA F-SOBERANIA,0.0,,,,125,ELECCIONES PASO 13/08/2017,642
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,0.0,0.0,,,125,ELECCIONES PASO 13/08/2017,642
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,125,ELECCIONES PASO 13/08/2017,642
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,1.0,,,125,ELECCIONES PASO 13/08/2017,642
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,1.0,,125,ELECCIONES PASO 13/08/2017,642
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,1.0,1.0,,125,ELECCIONES PASO 13/08/2017,642
55,507,CREO,,,,,125,ELECCIONES PASO 13/08/2017,642
56,,LISTA CONVICCIONES,2.0,2.0,,,125,ELECCIONES PASO 13/08/2017,642
57,,TOTAL CREO,2.0,2.0,,,125,ELECCIONES PASO 13/08/2017,642
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,125,ELECCIONES PASO 13/08/2017,642
59,,LISTA CONVICCIONES,,,2.0,1.0,125,ELECCIONES PASO 13/08/2017,642
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,2.0,1.0,125,ELECCIONES PASO 13/08/2017,642
61,508,CAMBIEMOS BUENOS AIRES,,,,,125,ELECCIONES PASO 13/08/2017,642
62,,LISTA CAMBIANDO JUNTOS,100.0,102.0,,,125,ELECCIONES PASO 13/08/2017,642
63,,LISTA 1A AMARILLO,,,101.0,101.0,125,ELECCIONES PASO 13/08/2017,642
64,,TOTAL CAMBIEMOS BUENOS AIRES,100.0,102.0,101.0,101.0,125,ELECCIONES PASO 13/08/2017,642
65,509,FRENTE JUSTICIALISTA,,,,,125,ELECCIONES PASO 13/08/2017,642
66,,LISTA CUMPLIR,25.0,21.0,,,125,ELECCIONES PASO 13/08/2017,642
67,,LISTA CUMPLIR 2,,,20.0,10.0,125,ELECCIONES PASO 13/08/2017,642
68,,LISTA CUMPLIR 4,,,,10.0,125,ELECCIONES PASO 13/08/2017,642
69,,TOTAL FRENTE JUSTICIALISTA,25.0,21.0,20.0,20.0,125,ELECCIONES PASO 13/08/2017,642
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,125,ELECCIONES PASO 13/08/2017,642
71,,LISTA 1,10.0,10.0,10.0,9.0,125,ELECCIONES PASO 13/08/2017,642
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,10.0,10.0,10.0,9.0,125,ELECCIONES PASO 13/08/2017,642
73,1902,FRENTE UNION FEDERAL,,,,,125,ELECCIONES PASO 13/08/2017,642
74,,L.AUTOCTONO,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
75,,L.DIGNIDAD POPULAR,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
76,,L.FRENTE UNION FEDERAL,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
78,,L.LABORISTA,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
79,,L.POPULAR,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
80,,L.RENOVACION FEDERAL,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
81,,L.TRES BANDERAS,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,125,ELECCIONES PASO 13/08/2017,642
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,125,ELECCIONES PASO 13/08/2017,642
84,,LISTA VECINOS POR MERCEDES,,,,4.0,125,ELECCIONES PASO 13/08/2017,642
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,4.0,125,ELECCIONES PASO 13/08/2017,642
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,125,ELECCIONES PASO 13/08/2017,642
87,,LISTA 25 DE MAYO,,,,4.0,125,ELECCIONES PASO 13/08/2017,642
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,4.0,125,ELECCIONES PASO 13/08/2017,642
89,,VOTOS NULOS,0.0,0.0,0.0,0.0,125,ELECCIONES PASO 13/08/2017,642
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,125,ELECCIONES PASO 13/08/2017,642
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,125,ELECCIONES PASO 13/08/2017,642
92,,VOTOS EN BLANCO,6.0,8.0,13.0,13.0,125,ELECCIONES PASO 13/08/2017,642
93,,TOTALES,273.0,273.0,273.0,273.0,125,ELECCIONES PASO 13/08/2017,642
0,8,PARTIDO FEDERAL,,,,,126,ELECCIONES PASO 13/08/2017,642
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,126,ELECCIONES PASO 13/08/2017,642
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,126,ELECCIONES PASO 13/08/2017,642
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,126,ELECCIONES PASO 13/08/2017,642
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,126,ELECCIONES PASO 13/08/2017,642
5,,TOTAL PARTIDO FEDERAL,0.0,0.0,0.0,,126,ELECCIONES PASO 13/08/2017,642
6,22,PARTIDO HUMANISTA,,,,,126,ELECCIONES PASO 13/08/2017,642
7,,LISTA A NARANJA,0.0,0.0,,,126,ELECCIONES PASO 13/08/2017,642
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,126,ELECCIONES PASO 13/08/2017,642
9,259,PARTIDO DEL CAMPO POPULAR,,,,,126,ELECCIONES PASO 13/08/2017,642
10,,LISTA A-INDEPENDENCIA,1.0,1.0,,,126,ELECCIONES PASO 13/08/2017,642
11,,LISTA B-LIBERTAD,0.0,,,,126,ELECCIONES PASO 13/08/2017,642
12,,LISTA C-SEGURIDAD,0.0,,,,126,ELECCIONES PASO 13/08/2017,642
13,,TOTAL PARTIDO DEL CAMPO POPULAR,1.0,1.0,,,126,ELECCIONES PASO 13/08/2017,642
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,126,ELECCIONES PASO 13/08/2017,642
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,126,ELECCIONES PASO 13/08/2017,642
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,126,ELECCIONES PASO 13/08/2017,642
17,298,TODOS POR BUENOS AIRES,,,,,126,ELECCIONES PASO 13/08/2017,642
18,,LISTA TOBA,1.0,1.0,1.0,,126,ELECCIONES PASO 13/08/2017,642
19,,TOTAL TODOS POR BUENOS AIRES,1.0,1.0,1.0,,126,ELECCIONES PASO 13/08/2017,642
20,301,PATRIA GRANDE,,,,,126,ELECCIONES PASO 13/08/2017,642
21,,LISTA VAMOS,,0.0,,,126,ELECCIONES PASO 13/08/2017,642
22,,LISTA FUERZA DE LA GENTE,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,126,ELECCIONES PASO 13/08/2017,642
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,126,ELECCIONES PASO 13/08/2017,642
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,126,ELECCIONES PASO 13/08/2017,642
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,126,ELECCIONES PASO 13/08/2017,642
27,501,1PAIS,,,,,126,ELECCIONES PASO 13/08/2017,642
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,46.0,46.0,45.0,39.0,126,ELECCIONES PASO 13/08/2017,642
29,,TOTAL 1PAIS,46.0,46.0,45.0,39.0,126,ELECCIONES PASO 13/08/2017,642
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,126,ELECCIONES PASO 13/08/2017,642
31,,LISTA A,2.0,2.0,,,126,ELECCIONES PASO 13/08/2017,642
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,2.0,2.0,,,126,ELECCIONES PASO 13/08/2017,642
33,502/86,PARTIDO SOCIALISTA,,,,,126,ELECCIONES PASO 13/08/2017,642
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,2.0,,126,ELECCIONES PASO 13/08/2017,642
35,,TOTAL PARTIDO SOCIALISTA,,,2.0,,126,ELECCIONES PASO 13/08/2017,642
36,503,UNIDAD CIUDADANA,,,,,126,ELECCIONES PASO 13/08/2017,642
37,,LISTA CELESTE Y BLANCA U,74.0,73.0,,,126,ELECCIONES PASO 13/08/2017,642
38,,LISTA CELESTE Y BLANCA U2,,,74.0,72.0,126,ELECCIONES PASO 13/08/2017,642
39,,TOTAL UNIDAD CIUDADANA,74.0,73.0,74.0,72.0,126,ELECCIONES PASO 13/08/2017,642
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,126,ELECCIONES PASO 13/08/2017,642
41,,LISTA UNIDAD DE LA IZQUIERDA,6.0,7.0,6.0,,126,ELECCIONES PASO 13/08/2017,642
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,6.0,7.0,6.0,,126,ELECCIONES PASO 13/08/2017,642
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,126,ELECCIONES PASO 13/08/2017,642
44,,LISTA A-CONDUCCION,0.0,1.0,,,126,ELECCIONES PASO 13/08/2017,642
45,,LISTA B-ESPERANZA,1.0,,,,126,ELECCIONES PASO 13/08/2017,642
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,126,ELECCIONES PASO 13/08/2017,642
47,,LISTA D-SOLIDARIDAD,0.0,,,,126,ELECCIONES PASO 13/08/2017,642
48,,LISTA E-PIONEROS,0.0,,,,126,ELECCIONES PASO 13/08/2017,642
49,,LISTA F-SOBERANIA,0.0,,,,126,ELECCIONES PASO 13/08/2017,642
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,1.0,1.0,,,126,ELECCIONES PASO 13/08/2017,642
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,126,ELECCIONES PASO 13/08/2017,642
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,126,ELECCIONES PASO 13/08/2017,642
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,126,ELECCIONES PASO 13/08/2017,642
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,126,ELECCIONES PASO 13/08/2017,642
55,507,CREO,,,,,126,ELECCIONES PASO 13/08/2017,642
56,,LISTA CONVICCIONES,1.0,1.0,,,126,ELECCIONES PASO 13/08/2017,642
57,,TOTAL CREO,1.0,1.0,,,126,ELECCIONES PASO 13/08/2017,642
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,126,ELECCIONES PASO 13/08/2017,642
59,,LISTA CONVICCIONES,,,1.0,1.0,126,ELECCIONES PASO 13/08/2017,642
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,1.0,1.0,126,ELECCIONES PASO 13/08/2017,642
61,508,CAMBIEMOS BUENOS AIRES,,,,,126,ELECCIONES PASO 13/08/2017,642
62,,LISTA CAMBIANDO JUNTOS,117.0,118.0,,,126,ELECCIONES PASO 13/08/2017,642
63,,LISTA 1A AMARILLO,,,118.0,116.0,126,ELECCIONES PASO 13/08/2017,642
64,,TOTAL CAMBIEMOS BUENOS AIRES,117.0,118.0,118.0,116.0,126,ELECCIONES PASO 13/08/2017,642
65,509,FRENTE JUSTICIALISTA,,,,,126,ELECCIONES PASO 13/08/2017,642
66,,LISTA CUMPLIR,21.0,20.0,,,126,ELECCIONES PASO 13/08/2017,642
67,,LISTA CUMPLIR 2,,,20.0,20.0,126,ELECCIONES PASO 13/08/2017,642
68,,LISTA CUMPLIR 4,,,,3.0,126,ELECCIONES PASO 13/08/2017,642
69,,TOTAL FRENTE JUSTICIALISTA,21.0,20.0,20.0,23.0,126,ELECCIONES PASO 13/08/2017,642
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,126,ELECCIONES PASO 13/08/2017,642
71,,LISTA 1,10.0,10.0,10.0,12.0,126,ELECCIONES PASO 13/08/2017,642
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,10.0,10.0,10.0,12.0,126,ELECCIONES PASO 13/08/2017,642
73,1902,FRENTE UNION FEDERAL,,,,,126,ELECCIONES PASO 13/08/2017,642
74,,L.AUTOCTONO,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
75,,L.DIGNIDAD POPULAR,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
76,,L.FRENTE UNION FEDERAL,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
78,,L.LABORISTA,,,1.0,,126,ELECCIONES PASO 13/08/2017,642
79,,L.POPULAR,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
80,,L.RENOVACION FEDERAL,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
81,,L.TRES BANDERAS,,,0.0,,126,ELECCIONES PASO 13/08/2017,642
82,,TOTAL FRENTE UNION FEDERAL,,,1.0,,126,ELECCIONES PASO 13/08/2017,642
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,126,ELECCIONES PASO 13/08/2017,642
84,,LISTA VECINOS POR MERCEDES,,,,3.0,126,ELECCIONES PASO 13/08/2017,642
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,3.0,126,ELECCIONES PASO 13/08/2017,642
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,126,ELECCIONES PASO 13/08/2017,642
87,,LISTA 25 DE MAYO,,,,5.0,126,ELECCIONES PASO 13/08/2017,642
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,5.0,126,ELECCIONES PASO 13/08/2017,642
89,,VOTOS NULOS,3.0,3.0,1.0,0.0,126,ELECCIONES PASO 13/08/2017,642
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,126,ELECCIONES PASO 13/08/2017,642
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,126,ELECCIONES PASO 13/08/2017,642
92,,VOTOS EN BLANCO,5.0,5.0,9.0,17.0,126,ELECCIONES PASO 13/08/2017,642
93,,TOTALES,288.0,288.0,288.0,288.0,126,ELECCIONES PASO 13/08/2017,642
0,8,PARTIDO FEDERAL,,,,,127,ELECCIONES PASO 13/08/2017,642
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,127,ELECCIONES PASO 13/08/2017,642
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
5,,TOTAL PARTIDO FEDERAL,0.0,0.0,0.0,,127,ELECCIONES PASO 13/08/2017,642
6,22,PARTIDO HUMANISTA,,,,,127,ELECCIONES PASO 13/08/2017,642
7,,LISTA A NARANJA,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
9,259,PARTIDO DEL CAMPO POPULAR,,,,,127,ELECCIONES PASO 13/08/2017,642
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
11,,LISTA B-LIBERTAD,0.0,,,,127,ELECCIONES PASO 13/08/2017,642
12,,LISTA C-SEGURIDAD,0.0,,,,127,ELECCIONES PASO 13/08/2017,642
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,127,ELECCIONES PASO 13/08/2017,642
15,,LISTA UNIDAD 1,1.0,1.0,1.0,,127,ELECCIONES PASO 13/08/2017,642
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,1.0,1.0,1.0,,127,ELECCIONES PASO 13/08/2017,642
17,298,TODOS POR BUENOS AIRES,,,,,127,ELECCIONES PASO 13/08/2017,642
18,,LISTA TOBA,0.0,0.0,0.0,,127,ELECCIONES PASO 13/08/2017,642
19,,TOTAL TODOS POR BUENOS AIRES,0.0,0.0,0.0,,127,ELECCIONES PASO 13/08/2017,642
20,301,PATRIA GRANDE,,,,,127,ELECCIONES PASO 13/08/2017,642
21,,LISTA VAMOS,,1.0,,,127,ELECCIONES PASO 13/08/2017,642
22,,LISTA FUERZA DE LA GENTE,,,1.0,,127,ELECCIONES PASO 13/08/2017,642
23,,TOTAL PATRIA GRANDE,,1.0,1.0,,127,ELECCIONES PASO 13/08/2017,642
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,127,ELECCIONES PASO 13/08/2017,642
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,127,ELECCIONES PASO 13/08/2017,642
27,501,1PAIS,,,,,127,ELECCIONES PASO 13/08/2017,642
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,45.0,42.0,41.0,34.0,127,ELECCIONES PASO 13/08/2017,642
29,,TOTAL 1PAIS,45.0,42.0,41.0,34.0,127,ELECCIONES PASO 13/08/2017,642
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,127,ELECCIONES PASO 13/08/2017,642
31,,LISTA A,1.0,1.0,,,127,ELECCIONES PASO 13/08/2017,642
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,1.0,1.0,,,127,ELECCIONES PASO 13/08/2017,642
33,502/86,PARTIDO SOCIALISTA,,,,,127,ELECCIONES PASO 13/08/2017,642
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,1.0,,127,ELECCIONES PASO 13/08/2017,642
35,,TOTAL PARTIDO SOCIALISTA,,,1.0,,127,ELECCIONES PASO 13/08/2017,642
36,503,UNIDAD CIUDADANA,,,,,127,ELECCIONES PASO 13/08/2017,642
37,,LISTA CELESTE Y BLANCA U,75.0,70.0,,,127,ELECCIONES PASO 13/08/2017,642
38,,LISTA CELESTE Y BLANCA U2,,,70.0,68.0,127,ELECCIONES PASO 13/08/2017,642
39,,TOTAL UNIDAD CIUDADANA,75.0,70.0,70.0,68.0,127,ELECCIONES PASO 13/08/2017,642
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,127,ELECCIONES PASO 13/08/2017,642
41,,LISTA UNIDAD DE LA IZQUIERDA,1.0,1.0,1.0,,127,ELECCIONES PASO 13/08/2017,642
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,1.0,1.0,1.0,,127,ELECCIONES PASO 13/08/2017,642
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,127,ELECCIONES PASO 13/08/2017,642
44,,LISTA A-CONDUCCION,0.0,1.0,,,127,ELECCIONES PASO 13/08/2017,642
45,,LISTA B-ESPERANZA,1.0,,,,127,ELECCIONES PASO 13/08/2017,642
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,127,ELECCIONES PASO 13/08/2017,642
47,,LISTA D-SOLIDARIDAD,0.0,,,,127,ELECCIONES PASO 13/08/2017,642
48,,LISTA E-PIONEROS,0.0,,,,127,ELECCIONES PASO 13/08/2017,642
49,,LISTA F-SOBERANIA,0.0,,,,127,ELECCIONES PASO 13/08/2017,642
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,1.0,1.0,,,127,ELECCIONES PASO 13/08/2017,642
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,127,ELECCIONES PASO 13/08/2017,642
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,127,ELECCIONES PASO 13/08/2017,642
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,127,ELECCIONES PASO 13/08/2017,642
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,127,ELECCIONES PASO 13/08/2017,642
55,507,CREO,,,,,127,ELECCIONES PASO 13/08/2017,642
56,,LISTA CONVICCIONES,1.0,1.0,,,127,ELECCIONES PASO 13/08/2017,642
57,,TOTAL CREO,1.0,1.0,,,127,ELECCIONES PASO 13/08/2017,642
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,127,ELECCIONES PASO 13/08/2017,642
59,,LISTA CONVICCIONES,,,1.0,1.0,127,ELECCIONES PASO 13/08/2017,642
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,1.0,1.0,127,ELECCIONES PASO 13/08/2017,642
61,508,CAMBIEMOS BUENOS AIRES,,,,,127,ELECCIONES PASO 13/08/2017,642
62,,LISTA CAMBIANDO JUNTOS,101.0,104.0,,,127,ELECCIONES PASO 13/08/2017,642
63,,LISTA 1A AMARILLO,,,105.0,104.0,127,ELECCIONES PASO 13/08/2017,642
64,,TOTAL CAMBIEMOS BUENOS AIRES,101.0,104.0,105.0,104.0,127,ELECCIONES PASO 13/08/2017,642
65,509,FRENTE JUSTICIALISTA,,,,,127,ELECCIONES PASO 13/08/2017,642
66,,LISTA CUMPLIR,19.0,16.0,,,127,ELECCIONES PASO 13/08/2017,642
67,,LISTA CUMPLIR 2,,,16.0,19.0,127,ELECCIONES PASO 13/08/2017,642
68,,LISTA CUMPLIR 4,,,,7.0,127,ELECCIONES PASO 13/08/2017,642
69,,TOTAL FRENTE JUSTICIALISTA,19.0,16.0,16.0,26.0,127,ELECCIONES PASO 13/08/2017,642
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,127,ELECCIONES PASO 13/08/2017,642
71,,LISTA 1,10.0,12.0,11.0,9.0,127,ELECCIONES PASO 13/08/2017,642
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,10.0,12.0,11.0,9.0,127,ELECCIONES PASO 13/08/2017,642
