,NRO,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
13,,TOTAL PARTIDO DEL CAMPO POPULAR,1.0,1.0,,,95,ELECCIONES PASO 13/08/2017,640
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,95,ELECCIONES PASO 13/08/2017,640
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,95,ELECCIONES PASO 13/08/2017,640
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,95,ELECCIONES PASO 13/08/2017,640
17,298,TODOS POR BUENOS AIRES,,,,,95,ELECCIONES PASO 13/08/2017,640
18,,LISTA TOBA,1.0,1.0,1.0,,95,ELECCIONES PASO 13/08/2017,640
19,,TOTAL TODOS POR BUENOS AIRES,1.0,1.0,1.0,,95,ELECCIONES PASO 13/08/2017,640
20,301,PATRIA GRANDE,,,,,95,ELECCIONES PASO 13/08/2017,640
21,,LISTA VAMOS,,0.0,,,95,ELECCIONES PASO 13/08/2017,640
22,,LISTA FUERZA DE LA GENTE,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,95,ELECCIONES PASO 13/08/2017,640
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,95,ELECCIONES PASO 13/08/2017,640
25,,LISTA COMPROMISO CIUDADANO,1.0,1.0,,,95,ELECCIONES PASO 13/08/2017,640
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,1.0,1.0,,,95,ELECCIONES PASO 13/08/2017,640
27,501,1PAIS,,,,,95,ELECCIONES PASO 13/08/2017,640
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,35.0,33.0,32.0,30.0,95,ELECCIONES PASO 13/08/2017,640
29,,TOTAL 1PAIS,35.0,33.0,32.0,30.0,95,ELECCIONES PASO 13/08/2017,640
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,95,ELECCIONES PASO 13/08/2017,640
31,,LISTA A,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
33,502/86,PARTIDO SOCIALISTA,,,,,95,ELECCIONES PASO 13/08/2017,640
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
36,503,UNIDAD CIUDADANA,,,,,95,ELECCIONES PASO 13/08/2017,640
37,,LISTA CELESTE Y BLANCA U,74.0,71.0,,,95,ELECCIONES PASO 13/08/2017,640
38,,LISTA CELESTE Y BLANCA U2,,,71.0,72.0,95,ELECCIONES PASO 13/08/2017,640
39,,TOTAL UNIDAD CIUDADANA,74.0,71.0,71.0,72.0,95,ELECCIONES PASO 13/08/2017,640
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,95,ELECCIONES PASO 13/08/2017,640
41,,LISTA UNIDAD DE LA IZQUIERDA,2.0,2.0,2.0,,95,ELECCIONES PASO 13/08/2017,640
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,2.0,2.0,2.0,,95,ELECCIONES PASO 13/08/2017,640
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,95,ELECCIONES PASO 13/08/2017,640
44,,LISTA A-CONDUCCION,1.0,1.0,,,95,ELECCIONES PASO 13/08/2017,640
45,,LISTA B-ESPERANZA,0.0,,,,95,ELECCIONES PASO 13/08/2017,640
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,95,ELECCIONES PASO 13/08/2017,640
47,,LISTA D-SOLIDARIDAD,0.0,,,,95,ELECCIONES PASO 13/08/2017,640
48,,LISTA E-PIONEROS,0.0,,,,95,ELECCIONES PASO 13/08/2017,640
49,,LISTA F-SOBERANIA,0.0,,,,95,ELECCIONES PASO 13/08/2017,640
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,1.0,1.0,,,95,ELECCIONES PASO 13/08/2017,640
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,95,ELECCIONES PASO 13/08/2017,640
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,95,ELECCIONES PASO 13/08/2017,640
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,95,ELECCIONES PASO 13/08/2017,640
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,95,ELECCIONES PASO 13/08/2017,640
55,507,CREO,,,,,95,ELECCIONES PASO 13/08/2017,640
56,,LISTA CONVICCIONES,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
57,,TOTAL CREO,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,95,ELECCIONES PASO 13/08/2017,640
59,,LISTA CONVICCIONES,,,0.0,0.0,95,ELECCIONES PASO 13/08/2017,640
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,0.0,0.0,95,ELECCIONES PASO 13/08/2017,640
61,508,CAMBIEMOS BUENOS AIRES,,,,,95,ELECCIONES PASO 13/08/2017,640
62,,LISTA CAMBIANDO JUNTOS,134.0,135.0,,,95,ELECCIONES PASO 13/08/2017,640
63,,LISTA 1A AMARILLO,,,136.0,131.0,95,ELECCIONES PASO 13/08/2017,640
64,,TOTAL CAMBIEMOS BUENOS AIRES,134.0,135.0,136.0,131.0,95,ELECCIONES PASO 13/08/2017,640
65,509,FRENTE JUSTICIALISTA,,,,,95,ELECCIONES PASO 13/08/2017,640
66,,LISTA CUMPLIR,21.0,20.0,,,95,ELECCIONES PASO 13/08/2017,640
67,,LISTA CUMPLIR 2,,,19.0,13.0,95,ELECCIONES PASO 13/08/2017,640
68,,LISTA CUMPLIR 4,,,,3.0,95,ELECCIONES PASO 13/08/2017,640
69,,TOTAL FRENTE JUSTICIALISTA,21.0,20.0,19.0,16.0,95,ELECCIONES PASO 13/08/2017,640
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,95,ELECCIONES PASO 13/08/2017,640
71,,LISTA 1,4.0,5.0,5.0,4.0,95,ELECCIONES PASO 13/08/2017,640
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,4.0,5.0,5.0,4.0,95,ELECCIONES PASO 13/08/2017,640
73,1902,FRENTE UNION FEDERAL,,,,,95,ELECCIONES PASO 13/08/2017,640
74,,L.AUTOCTONO,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
75,,L.DIGNIDAD POPULAR,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
76,,L.FRENTE UNION FEDERAL,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
78,,L.LABORISTA,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
79,,L.POPULAR,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
80,,L.RENOVACION FEDERAL,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
81,,L.TRES BANDERAS,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,95,ELECCIONES PASO 13/08/2017,640
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,95,ELECCIONES PASO 13/08/2017,640
84,,LISTA VECINOS POR MERCEDES,,,,3.0,95,ELECCIONES PASO 13/08/2017,640
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,3.0,95,ELECCIONES PASO 13/08/2017,640
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,95,ELECCIONES PASO 13/08/2017,640
87,,LISTA 25 DE MAYO,,,,2.0,95,ELECCIONES PASO 13/08/2017,640
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,2.0,95,ELECCIONES PASO 13/08/2017,640
89,,VOTOS NULOS,2.0,2.0,2.0,4.0,95,ELECCIONES PASO 13/08/2017,640
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,95,ELECCIONES PASO 13/08/2017,640
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,95,ELECCIONES PASO 13/08/2017,640
92,,VOTOS EN BLANCO,2.0,6.0,10.0,16.0,95,ELECCIONES PASO 13/08/2017,640
93,,TOTALES,278.0,278.0,278.0,278.0,95,ELECCIONES PASO 13/08/2017,640
0,8,PARTIDO FEDERAL,,,,,96,ELECCIONES PASO 13/08/2017,640
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
5,,TOTAL PARTIDO FEDERAL,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
6,22,PARTIDO HUMANISTA,,,,,96,ELECCIONES PASO 13/08/2017,640
7,,LISTA A NARANJA,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
9,259,PARTIDO DEL CAMPO POPULAR,,,,,96,ELECCIONES PASO 13/08/2017,640
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
11,,LISTA B-LIBERTAD,0.0,,,,96,ELECCIONES PASO 13/08/2017,640
12,,LISTA C-SEGURIDAD,0.0,,,,96,ELECCIONES PASO 13/08/2017,640
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,96,ELECCIONES PASO 13/08/2017,640
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
17,298,TODOS POR BUENOS AIRES,,,,,96,ELECCIONES PASO 13/08/2017,640
18,,LISTA TOBA,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
19,,TOTAL TODOS POR BUENOS AIRES,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
20,301,PATRIA GRANDE,,,,,96,ELECCIONES PASO 13/08/2017,640
21,,LISTA VAMOS,,0.0,,,96,ELECCIONES PASO 13/08/2017,640
22,,LISTA FUERZA DE LA GENTE,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,96,ELECCIONES PASO 13/08/2017,640
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
27,501,1PAIS,,,,,96,ELECCIONES PASO 13/08/2017,640
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,41.0,39.0,39.0,41.0,96,ELECCIONES PASO 13/08/2017,640
29,,TOTAL 1PAIS,41.0,39.0,39.0,41.0,96,ELECCIONES PASO 13/08/2017,640
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,96,ELECCIONES PASO 13/08/2017,640
31,,LISTA A,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,96,ELECCIONES PASO 13/08/2017,640
33,502/86,PARTIDO SOCIALISTA,,,,,96,ELECCIONES PASO 13/08/2017,640
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
36,503,UNIDAD CIUDADANA,,,,,96,ELECCIONES PASO 13/08/2017,640
37,,LISTA CELESTE Y BLANCA U,77.0,76.0,,,96,ELECCIONES PASO 13/08/2017,640
38,,LISTA CELESTE Y BLANCA U2,,,77.0,77.0,96,ELECCIONES PASO 13/08/2017,640
39,,TOTAL UNIDAD CIUDADANA,77.0,76.0,77.0,77.0,96,ELECCIONES PASO 13/08/2017,640
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,96,ELECCIONES PASO 13/08/2017,640
41,,LISTA UNIDAD DE LA IZQUIERDA,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,0.0,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,96,ELECCIONES PASO 13/08/2017,640
44,,LISTA A-CONDUCCION,2.0,2.0,,,96,ELECCIONES PASO 13/08/2017,640
45,,LISTA B-ESPERANZA,0.0,,,,96,ELECCIONES PASO 13/08/2017,640
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,96,ELECCIONES PASO 13/08/2017,640
47,,LISTA D-SOLIDARIDAD,0.0,,,,96,ELECCIONES PASO 13/08/2017,640
48,,LISTA E-PIONEROS,0.0,,,,96,ELECCIONES PASO 13/08/2017,640
49,,LISTA F-SOBERANIA,0.0,,,,96,ELECCIONES PASO 13/08/2017,640
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,2.0,2.0,,,96,ELECCIONES PASO 13/08/2017,640
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,96,ELECCIONES PASO 13/08/2017,640
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,96,ELECCIONES PASO 13/08/2017,640
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,96,ELECCIONES PASO 13/08/2017,640
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,96,ELECCIONES PASO 13/08/2017,640
55,507,CREO,,,,,96,ELECCIONES PASO 13/08/2017,640
56,,LISTA CONVICCIONES,1.0,1.0,,,96,ELECCIONES PASO 13/08/2017,640
57,,TOTAL CREO,1.0,1.0,,,96,ELECCIONES PASO 13/08/2017,640
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,96,ELECCIONES PASO 13/08/2017,640
59,,LISTA CONVICCIONES,,,1.0,1.0,96,ELECCIONES PASO 13/08/2017,640
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,1.0,1.0,96,ELECCIONES PASO 13/08/2017,640
61,508,CAMBIEMOS BUENOS AIRES,,,,,96,ELECCIONES PASO 13/08/2017,640
62,,LISTA CAMBIANDO JUNTOS,125.0,125.0,,,96,ELECCIONES PASO 13/08/2017,640
63,,LISTA 1A AMARILLO,,,123.0,122.0,96,ELECCIONES PASO 13/08/2017,640
64,,TOTAL CAMBIEMOS BUENOS AIRES,125.0,125.0,123.0,122.0,96,ELECCIONES PASO 13/08/2017,640
65,509,FRENTE JUSTICIALISTA,,,,,96,ELECCIONES PASO 13/08/2017,640
66,,LISTA CUMPLIR,24.0,21.0,,,96,ELECCIONES PASO 13/08/2017,640
67,,LISTA CUMPLIR 2,,,21.0,14.0,96,ELECCIONES PASO 13/08/2017,640
68,,LISTA CUMPLIR 4,,,,5.0,96,ELECCIONES PASO 13/08/2017,640
69,,TOTAL FRENTE JUSTICIALISTA,24.0,21.0,21.0,19.0,96,ELECCIONES PASO 13/08/2017,640
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,96,ELECCIONES PASO 13/08/2017,640
71,,LISTA 1,8.0,8.0,8.0,8.0,96,ELECCIONES PASO 13/08/2017,640
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,8.0,8.0,8.0,8.0,96,ELECCIONES PASO 13/08/2017,640
73,1902,FRENTE UNION FEDERAL,,,,,96,ELECCIONES PASO 13/08/2017,640
74,,L.AUTOCTONO,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
75,,L.DIGNIDAD POPULAR,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
76,,L.FRENTE UNION FEDERAL,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
78,,L.LABORISTA,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
79,,L.POPULAR,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
80,,L.RENOVACION FEDERAL,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
81,,L.TRES BANDERAS,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,96,ELECCIONES PASO 13/08/2017,640
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,96,ELECCIONES PASO 13/08/2017,640
84,,LISTA VECINOS POR MERCEDES,,,,6.0,96,ELECCIONES PASO 13/08/2017,640
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,6.0,96,ELECCIONES PASO 13/08/2017,640
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,96,ELECCIONES PASO 13/08/2017,640
87,,LISTA 25 DE MAYO,,,,1.0,96,ELECCIONES PASO 13/08/2017,640
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,1.0,96,ELECCIONES PASO 13/08/2017,640
89,,VOTOS NULOS,1.0,0.0,0.0,0.0,96,ELECCIONES PASO 13/08/2017,640
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,96,ELECCIONES PASO 13/08/2017,640
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,96,ELECCIONES PASO 13/08/2017,640
92,,VOTOS EN BLANCO,4.0,11.0,14.0,8.0,96,ELECCIONES PASO 13/08/2017,640
93,,TOTALES,283.0,283.0,283.0,283.0,96,ELECCIONES PASO 13/08/2017,640
0,8,PARTIDO FEDERAL,,,,,97,ELECCIONES PASO 13/08/2017,640
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
3,,LISTA -C- FEDERALISMO PURO,1.0,1.0,,,97,ELECCIONES PASO 13/08/2017,640
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
5,,TOTAL PARTIDO FEDERAL,1.0,1.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
6,22,PARTIDO HUMANISTA,,,,,97,ELECCIONES PASO 13/08/2017,640
7,,LISTA A NARANJA,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
9,259,PARTIDO DEL CAMPO POPULAR,,,,,97,ELECCIONES PASO 13/08/2017,640
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
11,,LISTA B-LIBERTAD,0.0,,,,97,ELECCIONES PASO 13/08/2017,640
12,,LISTA C-SEGURIDAD,0.0,,,,97,ELECCIONES PASO 13/08/2017,640
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,97,ELECCIONES PASO 13/08/2017,640
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
17,298,TODOS POR BUENOS AIRES,,,,,97,ELECCIONES PASO 13/08/2017,640
18,,LISTA TOBA,0.0,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
19,,TOTAL TODOS POR BUENOS AIRES,0.0,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
20,301,PATRIA GRANDE,,,,,97,ELECCIONES PASO 13/08/2017,640
21,,LISTA VAMOS,,0.0,,,97,ELECCIONES PASO 13/08/2017,640
22,,LISTA FUERZA DE LA GENTE,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,97,ELECCIONES PASO 13/08/2017,640
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
27,501,1PAIS,,,,,97,ELECCIONES PASO 13/08/2017,640
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,49.0,49.0,48.0,44.0,97,ELECCIONES PASO 13/08/2017,640
29,,TOTAL 1PAIS,49.0,49.0,48.0,44.0,97,ELECCIONES PASO 13/08/2017,640
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,97,ELECCIONES PASO 13/08/2017,640
31,,LISTA A,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
33,502/86,PARTIDO SOCIALISTA,,,,,97,ELECCIONES PASO 13/08/2017,640
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
36,503,UNIDAD CIUDADANA,,,,,97,ELECCIONES PASO 13/08/2017,640
37,,LISTA CELESTE Y BLANCA U,92.0,88.0,,,97,ELECCIONES PASO 13/08/2017,640
38,,LISTA CELESTE Y BLANCA U2,,,88.0,82.0,97,ELECCIONES PASO 13/08/2017,640
39,,TOTAL UNIDAD CIUDADANA,92.0,88.0,88.0,82.0,97,ELECCIONES PASO 13/08/2017,640
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,97,ELECCIONES PASO 13/08/2017,640
41,,LISTA UNIDAD DE LA IZQUIERDA,1.0,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,1.0,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,97,ELECCIONES PASO 13/08/2017,640
44,,LISTA A-CONDUCCION,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
45,,LISTA B-ESPERANZA,0.0,,,,97,ELECCIONES PASO 13/08/2017,640
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,97,ELECCIONES PASO 13/08/2017,640
47,,LISTA D-SOLIDARIDAD,0.0,,,,97,ELECCIONES PASO 13/08/2017,640
48,,LISTA E-PIONEROS,0.0,,,,97,ELECCIONES PASO 13/08/2017,640
49,,LISTA F-SOBERANIA,0.0,,,,97,ELECCIONES PASO 13/08/2017,640
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,0.0,0.0,,,97,ELECCIONES PASO 13/08/2017,640
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,97,ELECCIONES PASO 13/08/2017,640
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,97,ELECCIONES PASO 13/08/2017,640
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,97,ELECCIONES PASO 13/08/2017,640
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,97,ELECCIONES PASO 13/08/2017,640
55,507,CREO,,,,,97,ELECCIONES PASO 13/08/2017,640
56,,LISTA CONVICCIONES,1.0,1.0,,,97,ELECCIONES PASO 13/08/2017,640
57,,TOTAL CREO,1.0,1.0,,,97,ELECCIONES PASO 13/08/2017,640
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,97,ELECCIONES PASO 13/08/2017,640
59,,LISTA CONVICCIONES,,,0.0,0.0,97,ELECCIONES PASO 13/08/2017,640
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,0.0,0.0,97,ELECCIONES PASO 13/08/2017,640
61,508,CAMBIEMOS BUENOS AIRES,,,,,97,ELECCIONES PASO 13/08/2017,640
62,,LISTA CAMBIANDO JUNTOS,98.0,99.0,,,97,ELECCIONES PASO 13/08/2017,640
63,,LISTA 1A AMARILLO,,,100.0,98.0,97,ELECCIONES PASO 13/08/2017,640
64,,TOTAL CAMBIEMOS BUENOS AIRES,98.0,99.0,100.0,98.0,97,ELECCIONES PASO 13/08/2017,640
65,509,FRENTE JUSTICIALISTA,,,,,97,ELECCIONES PASO 13/08/2017,640
66,,LISTA CUMPLIR,14.0,14.0,,,97,ELECCIONES PASO 13/08/2017,640
67,,LISTA CUMPLIR 2,,,14.0,11.0,97,ELECCIONES PASO 13/08/2017,640
68,,LISTA CUMPLIR 4,,,,3.0,97,ELECCIONES PASO 13/08/2017,640
69,,TOTAL FRENTE JUSTICIALISTA,14.0,14.0,14.0,14.0,97,ELECCIONES PASO 13/08/2017,640
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,97,ELECCIONES PASO 13/08/2017,640
71,,LISTA 1,3.0,3.0,3.0,4.0,97,ELECCIONES PASO 13/08/2017,640
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,3.0,3.0,3.0,4.0,97,ELECCIONES PASO 13/08/2017,640
73,1902,FRENTE UNION FEDERAL,,,,,97,ELECCIONES PASO 13/08/2017,640
74,,L.AUTOCTONO,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
75,,L.DIGNIDAD POPULAR,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
76,,L.FRENTE UNION FEDERAL,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
78,,L.LABORISTA,,,1.0,,97,ELECCIONES PASO 13/08/2017,640
79,,L.POPULAR,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
80,,L.RENOVACION FEDERAL,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
81,,L.TRES BANDERAS,,,0.0,,97,ELECCIONES PASO 13/08/2017,640
82,,TOTAL FRENTE UNION FEDERAL,,,1.0,,97,ELECCIONES PASO 13/08/2017,640
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,97,ELECCIONES PASO 13/08/2017,640
84,,LISTA VECINOS POR MERCEDES,,,,5.0,97,ELECCIONES PASO 13/08/2017,640
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,5.0,97,ELECCIONES PASO 13/08/2017,640
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,97,ELECCIONES PASO 13/08/2017,640
87,,LISTA 25 DE MAYO,,,,6.0,97,ELECCIONES PASO 13/08/2017,640
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,6.0,97,ELECCIONES PASO 13/08/2017,640
