,NRO,AGRUPACION POLITICA,PRESIDENTE Y VICE,PARLAMENTARIO MERCOSUR (DN),mesa,eleciones,circuito
7,,VOTOS NULOS,1,1,98,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,98,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,98,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,300,300,98,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,92,95,99,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,3,4,99,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,7,5,99,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,116,115,99,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,6,8,99,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,63,49,99,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,3,14,99,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,4,4,99,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,99,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,99,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,294,294,99,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,107,106,100,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,2,5,100,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,2,1,100,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,106,98,100,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,6,9,100,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,74,66,100,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,3,14,100,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,3,4,100,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,100,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,100,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,303,303,100,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,100,102,101,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,3,4,101,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,101,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,112,107,101,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,11,11,101,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,67,60,101,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,1,10,101,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,1,1,101,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,101,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,101,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,297,297,101,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,108,108,102,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,7,7,102,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,0,0,102,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,89,89,102,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,9,10,102,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,69,55,102,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,6,20,102,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,3,2,102,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,102,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,102,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,291,291,102,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,126,124,103,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,1,1,103,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,103,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,97,98,103,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,6,7,103,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,58,46,103,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,8,19,103,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,1,2,103,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,103,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,103,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,299,299,103,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,97,96,104,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,4,2,104,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,5,4,104,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,94,92,104,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,9,10,104,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,70,66,104,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,5,15,104,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,1,0,104,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,104,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,104,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,285,285,104,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,95,92,105,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,5,6,105,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,105,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,109,102,105,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,10,11,105,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,67,54,105,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,6,27,105,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,2,2,105,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,105,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,105,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,298,298,105,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,108,107,106,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,2,2,106,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,2,1,106,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,100,100,106,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,12,15,106,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,68,55,106,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,9,22,106,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,1,1,106,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,1,0,106,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,106,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,303,303,106,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,111,115,107,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,4,5,107,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,1,0,107,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,112,114,107,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,8,107,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,68,45,107,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,4,18,107,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,1,1,107,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,107,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,107,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,306,306,107,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,98,97,108,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,2,3,108,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,108,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,120,115,108,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,6,108,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,63,55,108,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,8,20,108,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,4,4,108,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,108,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,108,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,303,303,108,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,89,92,109,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,4,5,109,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,4,3,109,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,111,107,109,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,6,109,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,77,61,109,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,3,19,109,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,2,2,109,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,109,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,109,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,295,295,109,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,91,92,110,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,2,3,110,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,5,4,110,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,113,109,110,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,10,12,110,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,69,52,110,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,8,26,110,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,0,0,110,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,110,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,110,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,298,298,110,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,110,111,111,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,3,4,111,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,111,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,93,94,111,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,6,6,111,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,78,62,111,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,6,19,111,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,0,0,111,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,111,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,111,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,300,300,111,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,109,109,112,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,6,5,112,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,2,1,112,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,96,99,112,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,12,12,112,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,66,57,112,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,4,12,112,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,1,1,112,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,112,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,112,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,296,296,112,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,28,27,113,ELECCIONES GENERALES 25/10/2015,640
1,132.0,ALIANZA PROGRESISTAS,2,2,113,ELECCIONES GENERALES 25/10/2015,640
2,133.0,ALIANZA COMPROMISO FEDERAL,0,0,113,ELECCIONES GENERALES 25/10/2015,640
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,35,35,113,ELECCIONES GENERALES 25/10/2015,640
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,4,5,113,ELECCIONES GENERALES 25/10/2015,640
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,18,16,113,ELECCIONES GENERALES 25/10/2015,640
6,,VOTOS EN BLANCO,3,5,113,ELECCIONES GENERALES 25/10/2015,640
7,,VOTOS NULOS,0,0,113,ELECCIONES GENERALES 25/10/2015,640
8,,VOTOS RECURRIDOS,0,0,113,ELECCIONES GENERALES 25/10/2015,640
9,,VOTOS IMPUGNADOS,0,0,113,ELECCIONES GENERALES 25/10/2015,640
10,,TOTALES,90,90,113,ELECCIONES GENERALES 25/10/2015,640
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,91,91,114,ELECCIONES GENERALES 25/10/2015,641
1,132.0,ALIANZA PROGRESISTAS,7,8,114,ELECCIONES GENERALES 25/10/2015,641
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,114,ELECCIONES GENERALES 25/10/2015,641
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,109,109,114,ELECCIONES GENERALES 25/10/2015,641
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,18,16,114,ELECCIONES GENERALES 25/10/2015,641
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,68,57,114,ELECCIONES GENERALES 25/10/2015,641
6,,VOTOS EN BLANCO,7,19,114,ELECCIONES GENERALES 25/10/2015,641
7,,VOTOS NULOS,0,0,114,ELECCIONES GENERALES 25/10/2015,641
8,,VOTOS RECURRIDOS,0,0,114,ELECCIONES GENERALES 25/10/2015,641
9,,VOTOS IMPUGNADOS,0,0,114,ELECCIONES GENERALES 25/10/2015,641
10,,TOTALES,302,302,114,ELECCIONES GENERALES 25/10/2015,641
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,103,103,115,ELECCIONES GENERALES 25/10/2015,641
1,132.0,ALIANZA PROGRESISTAS,11,13,115,ELECCIONES GENERALES 25/10/2015,641
2,133.0,ALIANZA COMPROMISO FEDERAL,2,1,115,ELECCIONES GENERALES 25/10/2015,641
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,95,91,115,ELECCIONES GENERALES 25/10/2015,641
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,7,9,115,ELECCIONES GENERALES 25/10/2015,641
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,59,52,115,ELECCIONES GENERALES 25/10/2015,641
6,,VOTOS EN BLANCO,20,28,115,ELECCIONES GENERALES 25/10/2015,641
7,,VOTOS NULOS,2,2,115,ELECCIONES GENERALES 25/10/2015,641
8,,VOTOS RECURRIDOS,0,0,115,ELECCIONES GENERALES 25/10/2015,641
9,,VOTOS IMPUGNADOS,0,0,115,ELECCIONES GENERALES 25/10/2015,641
10,,TOTALES,299,299,115,ELECCIONES GENERALES 25/10/2015,641
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,91,90,116,ELECCIONES GENERALES 25/10/2015,641
1,132.0,ALIANZA PROGRESISTAS,5,6,116,ELECCIONES GENERALES 25/10/2015,641
2,133.0,ALIANZA COMPROMISO FEDERAL,3,2,116,ELECCIONES GENERALES 25/10/2015,641
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,113,104,116,ELECCIONES GENERALES 25/10/2015,641
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,7,10,116,ELECCIONES GENERALES 25/10/2015,641
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,68,59,116,ELECCIONES GENERALES 25/10/2015,641
6,,VOTOS EN BLANCO,3,19,116,ELECCIONES GENERALES 25/10/2015,641
7,,VOTOS NULOS,4,4,116,ELECCIONES GENERALES 25/10/2015,641
8,,VOTOS RECURRIDOS,0,0,116,ELECCIONES GENERALES 25/10/2015,641
9,,VOTOS IMPUGNADOS,0,0,116,ELECCIONES GENERALES 25/10/2015,641
10,,TOTALES,294,294,116,ELECCIONES GENERALES 25/10/2015,641
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,84,89,117,ELECCIONES GENERALES 25/10/2015,641
1,132.0,ALIANZA PROGRESISTAS,4,4,117,ELECCIONES GENERALES 25/10/2015,641
2,133.0,ALIANZA COMPROMISO FEDERAL,5,3,117,ELECCIONES GENERALES 25/10/2015,641
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,106,104,117,ELECCIONES GENERALES 25/10/2015,641
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,11,13,117,ELECCIONES GENERALES 25/10/2015,641
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,75,52,117,ELECCIONES GENERALES 25/10/2015,641
6,,VOTOS EN BLANCO,9,28,117,ELECCIONES GENERALES 25/10/2015,641
7,,VOTOS NULOS,2,3,117,ELECCIONES GENERALES 25/10/2015,641
8,,VOTOS RECURRIDOS,0,0,117,ELECCIONES GENERALES 25/10/2015,641
9,,VOTOS IMPUGNADOS,0,0,117,ELECCIONES GENERALES 25/10/2015,641
10,,TOTALES,296,296,117,ELECCIONES GENERALES 25/10/2015,641
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,98,96,118,ELECCIONES GENERALES 25/10/2015,641
1,132.0,ALIANZA PROGRESISTAS,6,10,118,ELECCIONES GENERALES 25/10/2015,641
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,118,ELECCIONES GENERALES 25/10/2015,641
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,110,102,118,ELECCIONES GENERALES 25/10/2015,641
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,7,118,ELECCIONES GENERALES 25/10/2015,641
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,60,51,118,ELECCIONES GENERALES 25/10/2015,641
6,,VOTOS EN BLANCO,0,13,118,ELECCIONES GENERALES 25/10/2015,641
7,,VOTOS NULOS,1,1,118,ELECCIONES GENERALES 25/10/2015,641
8,,VOTOS RECURRIDOS,0,0,118,ELECCIONES GENERALES 25/10/2015,641
9,,VOTOS IMPUGNADOS,0,0,118,ELECCIONES GENERALES 25/10/2015,641
10,,TOTALES,284,284,118,ELECCIONES GENERALES 25/10/2015,641
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,88,89,119,ELECCIONES GENERALES 25/10/2015,641
1,132.0,ALIANZA PROGRESISTAS,5,3,119,ELECCIONES GENERALES 25/10/2015,641
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,119,ELECCIONES GENERALES 25/10/2015,641
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,106,107,119,ELECCIONES GENERALES 25/10/2015,641
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,9,8,119,ELECCIONES GENERALES 25/10/2015,641
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,54,44,119,ELECCIONES GENERALES 25/10/2015,641
6,,VOTOS EN BLANCO,12,23,119,ELECCIONES GENERALES 25/10/2015,641
7,,VOTOS NULOS,3,3,119,ELECCIONES GENERALES 25/10/2015,641
8,,VOTOS RECURRIDOS,1,1,119,ELECCIONES GENERALES 25/10/2015,641
9,,VOTOS IMPUGNADOS,0,0,119,ELECCIONES GENERALES 25/10/2015,641
10,,TOTALES,280,280,119,ELECCIONES GENERALES 25/10/2015,641
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,54,51,120,ELECCIONES GENERALES 25/10/2015,641
1,132.0,ALIANZA PROGRESISTAS,0,0,120,ELECCIONES GENERALES 25/10/2015,641
2,133.0,ALIANZA COMPROMISO FEDERAL,1,1,120,ELECCIONES GENERALES 25/10/2015,641
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,40,40,120,ELECCIONES GENERALES 25/10/2015,641
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,1,3,120,ELECCIONES GENERALES 25/10/2015,641
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,32,24,120,ELECCIONES GENERALES 25/10/2015,641
6,,VOTOS EN BLANCO,1,10,120,ELECCIONES GENERALES 25/10/2015,641
7,,VOTOS NULOS,1,1,120,ELECCIONES GENERALES 25/10/2015,641
8,,VOTOS RECURRIDOS,0,0,120,ELECCIONES GENERALES 25/10/2015,641
9,,VOTOS IMPUGNADOS,0,0,120,ELECCIONES GENERALES 25/10/2015,641
10,,TOTALES,130,130,120,ELECCIONES GENERALES 25/10/2015,641
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,125,124,121,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,5,4,121,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,4,2,121,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,85,80,121,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,8,12,121,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,65,51,121,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,5,24,121,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,3,3,121,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,121,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,121,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,300,300,121,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,107,110,122,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,4,5,122,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,1,1,122,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,91,89,122,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,8,9,122,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,75,57,122,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,13,28,122,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,0,0,122,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,122,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,122,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,299,299,122,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,90,92,123,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,3,2,123,ELECCIONES GENERALES 25/10/2015,642
